Index;country;city;uni;title;uniRank.1;tuition;tuitiontype; favorite; quant;disciplines;startDate;applyBy;DaysLeft;degType;campus;duration;toefl;ielts;gmat;gre;languages;ects;platformLink;about;origLink
1826;.;Aberdeen;University of Aberdeen;Finance;178;22570;year;;;Business Administration, Finance;07/09/2021;20/07/2021;179;M.B.A.;On Campus;1 year;90;6,5;.;.;English;180 alternative credits;https://www.mastersportal.com/studies/264917/;The MBA Finance programme at University of Aberdeen is designed for managers who are looking to take a strategic step forward in their career and are seeking a specific focus on finance. It offers the opportunity to formally recognise your business expertise and take you to an exceptional level in terms of career progression, earnings potential and job satisfaction.;.
504;Italy;Florence;European School of Economics;Marketing ;;24.000,00 €;year;;;Economics, Finance, Marketing;01/04/2021;;;M.Sc.;On Campus;1 year;90;6,5;.;.;English;90 ECTS;https://www.mastersportal.com/studies/241561/;The Master of Science in Marketing at the European School of Economics prepares candidates for a wide variety of careers in marketing management, such as brand management, product development, retailing, services marketing, business to business marketing and marketing for non-profit organisations.;https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.ese.ac.uk%2Fcourse%2Fmaster-in-marketing&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIyNDE1NjEiLCJkIjoiTWFya2V0aW5nIiwibCI6InByZW1pdW0ifSwicyI6bnVsbCwidSI6eyJpIjoiMTcyLjMwLjguMTIxIiwicyI6ImI1Y2UyMWMyLTA0NWYtNDQxYy1hYWU3LTkxOWFiMTliMzZkMiIsImwiOiJlbi1HQiIsImMiOiJkZSJ9LCJmIjpbeyJhIjoiY2xpYyIsInQiOiJsaW5rIiwiaSI6IjIwOTM5NjUiLCJkIjoiaHR0cHM6Ly93d3cuZXNlLmFjLnVrL2NvdXJzZS9tYXN0ZXItaW4tbWFya2V0aW5nIiwibCI6InJldmVudWUiLCJleCI6eyJwdCI6InNsIn19XX0%3D&taps=null&duid=fd949832-42e0-4851-8a11-c3ad38f64076&sid=e350e12b-c5f4-4c7b-90f8-6df965e369ff
513;.;San Francisco;Golden Gate University;Financial Analytics;;896,00 €;credit ;;;Finance, Financial Mathematics;06/09/2021;01/03/2021;38;M.Sc.;On Campus;1 year;79;6,5;.;.;English;30 alternative credits;https://www.mastersportal.com/studies/287286/;The Master of Science in Financial Analytics is a specialized, technical program offered by the Golden Gate University, that provides in-depth exposure to the principles and practices of corporate finance and business analytics.;.
516;Cyprus;Nicosia;CIIM - Cyprus International Institute of Management;Financial Services;;9.580,00 €;year;;;Finance;28/09/2021;;;M.Sc.;On Campus;1 year;;;.;.;English;90 ECTS;https://www.mastersportal.com/studies/67990/;CIIM - Cyprus International Institute of Management’s MSc Financial Services aims to prepare participants to tackle demanding financial or banking jobs by helping them acquire theoretical and practical knowledge regarding recent and important developments in the sector.;.
518;.;London;University of London;Public Financial Management;;5.925,00 €;year;;;Finance, Management, Organisation & Leadership;;;;M.Sc.;Online;2 years;;7;.;.;English;180 alternative credits;https://www.mastersportal.com/studies/14725/;This Public Financial Management programme from University of London provides you with an understanding of the financial management of the public sector, from making public spending decisions to raising up public revenue, from reporting the financial performance of public sector organisations to the role of audit and compliance.;.
1831;Turkey;Ankara;Bilkent University;Economics;551;6315;year ;;;Economics, Finance;23/09/2021;22/04/2021;90;M.A.;On Campus;2 years;87;;.;   Required   ;English;120 ECTS;https://www.mastersportal.com/studies/1112/;The curriculum of the Economics programme from Bilkent University aims to prepare the students toward a Ph.D. degree. However, elective courses and a thesis study in the 2nd year gives the students the opportunity to over take practical training, preparing them for jobs in the government or private sector.;.
523;.;Boston;Suffolk University;Business Administration - Finance;;;;;;Business Administration, Finance, Master in Business Administration (MBA);02/09/2021;;;Master;On Campus;2 years;80;6,5;   Required   ;   Required   ;English;58 alternative credits;https://www.mastersportal.com/studies/295454/;The Business Administration - Finance program from Suffolk University provides students with a broad-based managerial education and specialized expertise in the ﬁeld of ﬁnance. You can take an expedited approach with this program: Two master’s degrees will be awarded when you fulfill all requirements for both programs.;.
525;.;Oakland;Mills College;Applied Economics;;1.099,00 €;credit ;;;Economics, Finance, Accounting;26/08/2021;15/07/2021;174;Master;On Campus;1 year;80;6,5;.;.;English;30 alternative credits;https://www.mastersportal.com/studies/202112/;Combine study of economic theory with a strong emphasis on data analysis and real-world problem solving with the Applied Economics program of Mills College. Join a diverse community dedicated to making a positive impact on society.;.
526;.;Saint Petersburg;University of South Florida St Petersburg;Accountancy;;12.899,00 €;year ;;;Economics, Finance, Accounting;16/05/2021;15/02/2021;24;Master;On Campus;1 year;79;6,5;.;.;English;30 alternative credits;https://www.mastersportal.com/studies/188244/;The Master of Accountancy (MAcc) program at University of South Florida St Petersburg prepares the graduate student for professional practice in public accounting, industry, government and nonprofit settings. ;.
536;.;Tacoma;Pacific Lutheran University;Finance;;33.036,00 €;full ;;;Economics, Finance;08/09/2021;15/03/2021;52;M.Sc.;On Campus;10 months;88;6,5;.;.;English;40 alternative credits;https://www.mastersportal.com/studies/184057/;The Finance program offered by Pacific Lutheran University is a STEM-designated, innovative, cross-disciplinary degree that uniquely prepares graduates to excel in financial careers. The program is a 10-month, full-time, quantitatively rigorous program offered to new graduates as well as those with industry experience. ;.
1836;.;Aberdeen;University of Aberdeen;Finance;178;22.570,00 €;year;;;Business Administration, Finance;07/09/2021;20/07/2021;179;M.B.A.;On Campus;1 year;90;6,5;.;.;English;180 alternative credits;https://www.mastersportal.com/studies/264917/;The MBA Finance programme at University of Aberdeen is designed for managers who are looking to take a strategic step forward in their career and are seeking a specific focus on finance. It offers the opportunity to formally recognise your business expertise and take you to an exceptional level in terms of career progression, earnings potential and job satisfaction.;.
537;.;Windham;Eastern Connecticut State University;Accounting;;7.254,00 €;year ;;;Finance, Accounting;26/08/2021;06/07/2021;165;M.Sc.;Online;1 year;79;;.;.;English;30 alternative credits;https://www.mastersportal.com/studies/201753/;Accounting is one of the 20 fastest growing careers in America. Another smart choice? Preparing for your CPA exam by getting your Master of Science in Accounting at Eastern Connecticut State University! Completing your master’s degree at Eastern will help you fulfill your 150-credit requirement for the CPA exam. Finish your program completely online in a little over a year. ;.
542;.;London;Stanmore School of Business;Accounting and Finance (Top up);;4.796,00 €;full;;;Finance, Accounting;;;;M.Sc.;Online;8 months;;;.;.;English;60 alternative credits;https://www.mastersportal.com/studies/201037/;Accounting and Finance (Top up) from Stanmore School of Business provides you with a solid understanding of accounting and finance principles. ;.
556;.;Madison;Drew University;Finance;;;;;;Business Administration, Finance;18/08/2021;;;M.Sc.;On Campus;1 year;80;6,5;.;.;English;30 alternative credits;https://www.mastersportal.com/studies/295563/;The Master of Science in Finance (MS) program from Drew University is a rigorous 30 credit immersion in the quantitative and analytical methods and tools used throughout the financial sector.;.
569;.;Bolton;University of Bolton;Accountancy and Financial Management;;;;;;Finance, Accounting;04/05/2021;;;M.Sc.;On Campus;1½ years;;6,5;.;.;English;180 alternative credits;https://www.mastersportal.com/studies/255311/;The MSc in Accountancy and Financial Management offered by the University of Bolton focuses on the principles and practice of these key areas, as well as covering wider management issues.;.
1841;.;London;City, University of London;Graduate Diploma in Economics - Project Management, Finance and Risk;350;;;;;Project Management, Finance, Risk Management;06/04/2021;;;Pre-Master;Blended;9 months;;5,5;.;.;English;Blended;https://www.mastersportal.com/studies/280136/;INTO makes sure you can get into the Master’s of your dreams by offering the Graduate Diploma program. The Graduate Diploma in Economics - Project Management, Finance and Risk offered by INTO City University London is a preparation program that upgrades your academic skills, English language level in order to be accepted to a Master’s program.;.
570;.;Prairie View;Prairie View A&M University;Accounting;;14.029,00 €;year ;;;Finance, Accounting, Auditing;24/08/2021;01/04/2021;69;M.Sc.;On Campus;1 year;79;6;.;.;English;30 alternative credits;https://www.mastersportal.com/studies/188691/;The Master of Science in Accounting (MSA) program at Prairie View A&M University is designed to provide advanced training in accounting to prepare aspiring accounting professionals for careers in public, private and governmental accounting. ;.
1843;Germany;Frankfurt am Main;Goethe University Frankfurt;Finance;101;20000;year;;;Finance, Legal Studies;01/10/2021;;;LL.M.;On Campus;1 year;100;7;.;.;English;90 ECTS;https://www.mastersportal.com/studies/1066/;The Finance programme offered by Goethe University Frankfurt will train you not only to deal with but also to excel in this increasingly important area where the worlds of international law and global finance meet. Up to about 50 students will be admitted in order to ensure academic excellence and direct, personal contact between students and the faculty.;.
579;Germany;Kleve;Rhine-Waal University of Applied Sciences;Economics and Finance;;0,00 €;;;;Economics, Finance;01/09/2021;20/08/2021;210;M.Sc.;On Campus;1½ years;80;6;.;.;English;90 ECTS;https://www.mastersportal.com/studies/29118/;Economics and Finance M.Sc. is a consecutive degree programme offered by Rhine-Waal University of Applied Sciences that expands upon your undergraduate foundation in economics and business studies. It is designed to consolidate your existing expertise while also enhancing it with advanced specialist qualifications in the areas of finance and economics.;.
580;.;Northampton;University of Northampton;Accounting and Finance;;8.379,00 €;year;;;Finance, Accounting;25/01/2021;;;M.Sc.;On Campus;1 year;;6,5;.;.;English;180 alternative credits;https://www.mastersportal.com/studies/10929/;"The Accounting and Finance MSc from University of Northampton provides you with the essential skills needed for pursuing high level careers in all types of organisations; public and private sector, within industry and commerce, both in the UK and abroad.";.
581;.;Boston;Suffolk University;Finance;;;;;;Business Administration, Finance;02/09/2021;;;Master;On Campus;2 years;80;6,5;   Required   ;   Required   ;English;32 alternative credits;https://www.mastersportal.com/studies/177690/;This STEM-designated MSF Finance program from Suffolk University helps you build your knowledge of finance, broadens your internship and career opportunities, and provides access to an extensive professional network during and after your time at Suffolk.;.
1847;.;Flagstaff;Northern Arizona University;Business Administration;501;21126;year ;;;Business Administration, Finance, Master in Business Administration (MBA);11/05/2021;;;M.B.A.;On Campus;10 months;83;6,5;   Required   ;   Required   ;English;30 alternative credits;https://www.mastersportal.com/studies/275426/;Business Administration program at Northern Arizona University is intended for those early in their career or those looking to add business knowledge to their undergraduate degree. ;.
583;.;Denver;Metropolitan State University of Denver;Professional Accountancy;;685,00 €;credit ;;;Finance, Accounting;10/08/2021;10/07/2021;169;Master;On Campus;1 year;76;;.;.;English;30 alternative credits;https://www.mastersportal.com/studies/214363/;The Master of Professional Accountancy from the Metropolitan State University of Denver offers an accelerated road to an advanced accounting degree with emphases in these high-demand areas: Public Accounting, Fraud Examination and Forensics Accounting, Internal Auditing and Taxations.;.
602;Namibia;Windhoek;University of Namibia;Accounting and Finance;;475,00 €;year ;;;Finance, Accounting;06/01/2022;08/07/2021;167;M.Sc.;On Campus;2 years;;;.;.;English;On Campus;https://www.mastersportal.com/studies/195585/;The Accounting and Finance program of University of Namibia is designed for graduates with interest and sound knowledge of accounting and finance.;.
618;.;Augusta;Purdue University Global;Finance - Financial Analysis;;399,00 €;credit ;;;Economics, Finance, Risk Management;24/03/2021;;;M.Sc.;Online;2 years;80;6,5;.;.;English;56 alternative credits;https://www.mastersportal.com/studies/110345/;Finance - Financial Analysis from Purdue University Global helps you gain the skills relevant to portfolio management and investment analysis.;.
1851;.;London;City, University of London;Graduate Diploma in Economics - Project Management, Finance and Risk;350;;;;;Project Management, Finance, Risk Management;06/04/2021;;;Pre-Master;Blended;9 months;;5,5;.;.;English;Blended;https://www.mastersportal.com/studies/280136/;INTO makes sure you can get into the Master’s of your dreams by offering the Graduate Diploma program. The Graduate Diploma in Economics - Project Management, Finance and Risk offered by INTO City University London is a preparation program that upgrades your academic skills, English language level in order to be accepted to a Master’s program.;.
620;Turkey;Mersin;Near East University;Banking and Finance;;;;;;Business Administration, Finance;23/09/2021;;;Master;Online;1½ years;;;.;.;English;Online;https://www.mastersportal.com/studies/285204/;The Banking and Finance program at Near East University aims to contribute significantly to the popularization of higher education. ;.
1853;Germany;Frankfurt am Main;Goethe University Frankfurt;Finance;101;20.000,00 €;year;;;Finance, Legal Studies;01/10/2021;;;LL.M.;On Campus;1 year;100;7;.;.;English;90 ECTS;https://www.mastersportal.com/studies/1066/;The Finance programme offered by Goethe University Frankfurt will train you not only to deal with but also to excel in this increasingly important area where the worlds of international law and global finance meet. Up to about 50 students will be admitted in order to ensure academic excellence and direct, personal contact between students and the faculty.;.
627;Ireland;Dublin;UCD Michael Smurfit Graduate Business School;Aviation Finance;;;;;;Mechanical Engineering, Finance;08/09/2021;;;M.Sc.;On Campus;1 year;100;7;.;.;English;90 alternative credits;https://www.mastersportal.com/studies/280383/;The MSc in Aviation Finance programme at UCD Michael Smurfit Graduate Business School aims to advance students’ understanding of all aspects of aviation finance, with a specific focus on the practical features of global aviation markets.;.
645;United Arab Emirates;Dubai;Heriot-Watt University Dubai;International Business Management with Finance;;18.275,00 €;year ;;;Finance, Management, Organisation & Leadership, International Business;13/09/2021;;;M.Sc.;On Campus;1 year;90;6,5;.;.;English;180 alternative credits;https://www.mastersportal.com/studies/258994/;The MSc International Business Management with Finance programme at Heriot-Watt University Dubai is aimed at graduates who have little or no business or management background in their first degree and who wish to gain a broad based business qualification to enhance their future career prospects.;.
657;.;Macomb;Western Illinois University;Accountancy;;11.365,00 €;year ;;;Finance, Financial Mathematics;24/08/2021;01/02/2021;10;Master;On Campus;1 year;73;6;.;.;English;30 alternative credits;https://www.mastersportal.com/studies/266944/;The Western Illinois University Department of Accountancy and Finance provides a student-centered environment that promotes academic excellence, professional and personal growth, a spirit of collegiality, and ethical and professional conduct.;.
1857;.;Flagstaff;Northern Arizona University;Business Administration;501;21126;year ;;;Business Administration, Finance, Master in Business Administration (MBA);11/05/2021;;;M.B.A.;On Campus;10 months;83;6,5;   Required   ;   Required   ;English;30 alternative credits;https://www.mastersportal.com/studies/275426/;Business Administration program at Northern Arizona University is intended for those early in their career or those looking to add business knowledge to their undergraduate degree. ;.
658;.;Claremont;Claremont Graduate University (CGU);Global Commerce and Finance;;1.627,00 €;credit ;;;Finance, Commerce;17/05/2021;01/04/2021;69;M.Sc.;On Campus;1½ years;95;7;.;.;English;36 alternative credits;https://www.mastersportal.com/studies/263261/;Global Commerce and Finance from Claremont Graduate University (CGU) teaches you to analyse increasingly requiring both applications of sophisticated quantitative and scientific knowledge and a broad understanding of the international business environment.;.
